Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,Agencies
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,United Nations Human Settlement Programme
India,IND,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IND_environment_1,1.0,United Nations Children's Fund
Maldives,MDV,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MDV_environment_2,2.0,International Labour Organisation
Mongolia,MNG,Asia Pacific,environment,United Nations Development Assistance Framework,MNG_environment_3,3.0,United Nations Development Programme
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,World Health Organization
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,World Health Organization
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,United Nations Development Programme
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,United Nations Industrial Development Organization
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,United Nations Economic and Social Commission for Asia and the Pacific
Pakistan,PAK,Asia Pacific,environment,United Nations Development Assistance Framework,PAK_environment_3,3.0,United Nations Joint Programme on HIV and AIDS Secretariat
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,World Health Organization
Pakistan,PAK,Asia Pacific,environment,United Nations Development Assistance Framework,PAK_environment_3,3.0,United Nations Joint Programme on HIV and AIDS Secretariat
Pakistan,PAK,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PAK_environment_3,3.0,"Food and Agriculture Organization of the United Nations; International Labour Organisation; International Organization for Migration; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation; United Nations Human Settlement Programme; United Nations Population Fund"
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,United Nations Development Programme
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,United Nations Industrial Development Organization
Bhutan,BTN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BTN_environment_3,3.0,United Nations Development Programme
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,United Nations Development Programme
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,United Nations Development Programme
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme
Viet Nam,VNM,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,VNM_environment_3,3.0,United Nations Industrial Development Organization
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,United Nations Economic and Social Commission for Asia and the Pacific
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,UN Women
Pakistan,PAK,Asia Pacific,environment,United Nations Development Assistance Framework,PAK_environment_3,3.0,World Health Organization
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,United Nations Development Programme
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,United Nations Office on Drugs and Crime
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,International Organization for Migration
Bhutan,BTN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BTN_environment_3,3.0,United Nations Development Programme
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,United Nations Children's Fund; United Nations Development Programme; United Nations Office for the Coordination of Humanitarian Affairs
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PNG_environment_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,Food and Agriculture Organization of the United Nations
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,International Fund for Agricultural Development; UN Women
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,United Nations Development Programme
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,International Labour Organisation
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,United Nations Industrial Development Organization
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,United Nations Industrial Development Organization
India,IND,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IND_environment_1,1.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees"
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,Food and Agriculture Organization of the United Nations
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme; United Nations Office for Project Services
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,United Nations Population Fund
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme; United Nations Office for Project Services
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,International Labour Organisation
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PNG_environment_3,3.0,World Health Organization
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,United Nations Development Programme
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,United Nations Development Programme
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,International Organization for Migration
India,IND,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IND_environment_1,1.0,"United Nations Children's Fund; United Nations Educational, Scientific and Cultural Organisation; United Nations High Commissioner for Refugees; United Nations Population Fund"
Bhutan,BTN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BTN_environment_3,3.0,"United Nations Educational, Scientific and Cultural Organisation"
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,United Nations Development Programme
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,International Organization for Migration
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,United Nations Industrial Development Organization
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,United Nations Industrial Development Organization
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,United Nations Development Programme
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,United Nations Economic and Social Commission for Asia and the Pacific
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,United Nations Office for Project Services
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,United Nations Children's Fund
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,United Nations Development Programme; United Nations Environment Programme
