Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,SDG Goals
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_3,3.0,2 Zero Hunger
Cambodia,KHM,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,KHM_environment_2,2.0,5 Gender Equality
Cambodia,KHM,Asia Pacific,environment,United Nations Development Assistance Framework,KHM_environment_3,3.0,1 No Poverty; 2 Zero Hunger; 5 Gender Equality; 6 Clean Water and Sanitation
Afghanistan,AFG,Asia Pacific,environment,United Nations Development Assistance Framework,AFG_environment_2,2.0,13 Climate Action
Cambodia,KHM,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,KHM_environment_1,1.0,4 Quality Education
"Iran, Islamic Republic of",IRN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IRN_environment_3,3.0,"3 Good Health and Well-being; 7 Affordable and Clean Energy; 9 Industry, Innovation and Infrastructure; 12 Responsible Consumption and Production; 13 Climate Action; 17 Partnerships for the Goals"
Cambodia,KHM,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,KHM_environment_1,1.0,1 No Poverty; 2 Zero Hunger; 3 Good Health and Well-being; 17 Partnerships for the Goals
Afghanistan,AFG,Asia Pacific,environment,United Nations Development Assistance Framework,AFG_environment_2,2.0,3 Good Health and Well-being
Thailand,THA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,THA_environment_1,1.0,3 Good Health and Well-being; 6 Clean Water and Sanitation; 11 Sustainable Cities and Communities; 12 Responsible Consumption and Production; 13 Climate Action; 15 Life on Land
Afghanistan,AFG,Asia Pacific,environment,United Nations Development Assistance Framework,AFG_environment_1,1.0,6 Clean Water and Sanitation
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,13 Climate Action
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,11 Sustainable Cities and Communities
India,IND,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IND_environment_1,1.0,4 Quality Education
Maldives,MDV,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MDV_environment_2,2.0,8 Decent Jobs and Economic Growth
Mongolia,MNG,Asia Pacific,environment,United Nations Development Assistance Framework,MNG_environment_3,3.0,-
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,3 Good Health and Well-being; 6 Clean Water and Sanitation; 13 Climate Action
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,3 Good Health and Well-being
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,13 Climate Action
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,12 Responsible Consumption and Production
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,-
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,17 Partnerships for the Goals
Pakistan,PAK,Asia Pacific,environment,United Nations Development Assistance Framework,PAK_environment_3,3.0,10 Reduced Inequalities
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,13 Climate Action
Pakistan,PAK,Asia Pacific,environment,United Nations Development Assistance Framework,PAK_environment_3,3.0,3 Good Health and Well-being; 5 Gender Equality; 10 Reduced Inequalities
Pakistan,PAK,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PAK_environment_3,3.0,13 Climate Action
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,15 Life on Land
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,"3 Good Health and Well-being; 9 Industry, Innovation and Infrastructure; 12 Responsible Consumption and Production"
Bhutan,BTN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BTN_environment_3,3.0,8 Decent Jobs and Economic Growth
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,13 Climate Action; 15 Life on Land
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,13 Climate Action
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,14 Life Below Water; 15 Life on Land
Viet Nam,VNM,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,VNM_environment_3,3.0,-
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,14 Life Below Water; 15 Life on Land
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,13 Climate Action
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,1 No Poverty
Pakistan,PAK,Asia Pacific,environment,United Nations Development Assistance Framework,PAK_environment_3,3.0,6 Clean Water and Sanitation
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,13 Climate Action; 15 Life on Land
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,16 Peace and Justice - Strong Institutions
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,-
Bhutan,BTN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BTN_environment_3,3.0,10 Reduced Inequalities; 13 Climate Action; 17 Partnerships for the Goals
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,13 Climate Action
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PNG_environment_3,3.0,4 Quality Education
Indonesia,IDN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IDN_environment_3,3.0,5 Gender Equality; 15 Life on Land
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,13 Climate Action
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,1 No Poverty; 2 Zero Hunger; 5 Gender Equality; 8 Decent Jobs and Economic Growth
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,13 Climate Action
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,8 Decent Jobs and Economic Growth
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,3 Good Health and Well-being; 12 Responsible Consumption and Production
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,4 Quality Education; 12 Responsible Consumption and Production; 13 Climate Action
India,IND,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IND_environment_1,1.0,4 Quality Education
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,12 Responsible Consumption and Production
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,4 Quality Education
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,5 Gender Equality; 13 Climate Action
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,14 Life Below Water; 15 Life on Land
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,-
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,8 Decent Jobs and Economic Growth
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PNG_environment_3,3.0,3 Good Health and Well-being; 13 Climate Action
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,-
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,13 Climate Action
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Development Assistance Framework,PNG_environment_3,3.0,-
Nepal,NPL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,NPL_environment_3,3.0,5 Gender Equality; 10 Reduced Inequalities; 13 Climate Action
India,IND,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,IND_environment_1,1.0,4 Quality Education
Bhutan,BTN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BTN_environment_3,3.0,4 Quality Education
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,15 Life on Land
Sri Lanka,LKA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,LKA_environment_2,2.0,10 Reduced Inequalities; 13 Climate Action
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,12 Responsible Consumption and Production
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,12 Responsible Consumption and Production
Philippines,PHL,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PHL_environment_3,3.0,15 Life on Land
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,15 Life on Land
Mongolia,MNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MNG_environment_2,2.0,13 Climate Action
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,1 No Poverty; 3 Good Health and Well-being; 6 Clean Water and Sanitation; 11 Sustainable Cities and Communities
Bangladesh,BGD,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,BGD_environment_3,3.0,15 Life on Land
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,3 Good Health and Well-being; 13 Climate Action
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,15 Life on Land
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,16 Peace and Justice - Strong Institutions
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,7 Affordable and Clean Energy; 12 Responsible Consumption and Production; 13 Climate Action
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,13 Climate Action; 14 Life Below Water
Papua New Guinea,PNG,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,PNG_environment_3,3.0,4 Quality Education; 5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
China,CHN,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,CHN_environment_2,2.0,15 Life on Land
Viet Nam,VNM,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,VNM_environment_3,3.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Thailand,THA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,THA_environment_3,3.0,1 No Poverty; 3 Good Health and Well-being; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Thailand,THA,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,THA_environment_1,1.0,12 Responsible Consumption and Production
Timor-Leste,TLS,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,TLS_environment_2,2.0,"1 No Poverty; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure"
Timor-Leste,TLS,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,TLS_environment_3,3.0,4 Quality Education
Malaysia,MYS,Asia Pacific,environment,United Nations Sustainable Development Cooperation Framework,MYS_environment_2,2.0,13 Climate Action
Afghanistan,AFG,Asia Pacific,environment,United Nations Development Assistance Framework,AFG_environment_1,1.0,1 No Poverty; 11 Sustainable Cities and Communities
